N,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,NFloor,New,Price,Tel,Totsp,Walk,rooms
4819,1,1,10.900382846558998,6,4,9.0,148817386,18.0,2.0,22,1,7847479,,36.0,1,1.0
4820,1,0,11.37782103507894,6,4,6.0,149516929,37.3,21.0,5,0,7850000,1,55.6,1,3.0
4821,1,,23.76693918404421,6,2,10.0,148026042,33.0,13.0,10,0,7855000,1,54.0,1,2.0
4822,1,0,24.82729346370792,6,7,11.0,151056872,33.0,10.0,10,0,7880000,1,60.0,0,2.0
4823,0,0,11.337812515948169,6,1,6.0,150643842,29.0,5.0,5,0,6200000,1,47.0,0,2.0
4824,1,1,10.115255794207437,6,6,11.0,136632672,20.0,8.0,22,0,12800000,0,43.5,1,1.0
4825,1,1,10.976706714968326,6,16,25.0,150105307,85.0,18.0,23,0,34422500,1,140.5,1,3.0
4826,1,0,11.209251455123464,6,8,8.0,150693253,24.0,20.0,9,0,7900000,1,38.0,1,2.0
4827,1,1,7.961841639525223,6,9,9.0,150699131,17.8,14.0,9,0,7900000,1,35.8,1,1.0
4828,1,,12.352974368592855,6,17,8.0,150740973,19.0,20.0,17,0,7900000,,38.0,1,1.0
4829,1,1,7.323930809873851,6,2,6.0,150091972,28.0,12.0,5,0,7900000,1,44.0,1,2.0
4830,1,,11.10924726686845,6,4,9.0,151028616,21.0,23.0,15,0,7900000,1,42.0,1,1.0
4831,0,1,13.650180814761438,6,6,,150967193,,7.0,7,1,7914300,,55.5,0,2.0
4832,0,,15.948890709765376,6,4,6.0,150324499,28.0,5.0,9,0,7950000,,45.0,0,2.0
4833,0,,15.948890709765376,6,4,6.0,150321264,28.0,15.0,9,0,7950000,,45.0,1,2.0
4834,1,1,6.7444473192364,6,5,6.0,151019656,27.0,7.0,5,0,7950000,1,33.0,1,1.0
4835,1,0,9.358865974659603,6,2,5.4,149538976,30.6,20.0,5,0,7950000,1,45.0,1,2.0
4836,1,0,23.236335090891767,6,17,10.0,146566021,32.0,4.0,18,0,7990000,,58.0,1,2.0
4837,0,0,9.603055281384277,6,1,8.6,145417856,19.0,10.0,17,0,7990000,1,36.7,1,1.0
4838,1,0,10.649140026862868,6,5,7.0,150355638,27.0,10.0,12,0,7990000,0,40.0,0,2.0
4839,0,1,13.650180814761438,6,1,,150967010,,7.0,7,1,7992040,,51.1,0,1.0
4840,1,0,23.950657403862383,6,7,12.0,43372092,42.6,26.0,17,0,8000000,1,80.0,0,3.0
4841,1,,23.995609261159142,6,6,13.0,149895029,32.0,4.0,12,0,8000000,1,53.0,1,2.0
4842,1,0,23.224164880564533,6,5,6.0,148328160,38.0,5.0,5,0,8000000,1,56.0,1,3.0
4843,1,,19.73359749108443,6,10,8.6,148594167,33.4,10.0,14,0,8000000,1,56.0,1,2.0
4844,0,,5.7249587937694955,6,1,6.0,149775284,21.0,,12,0,8000000,1,32.0,,1.0
4845,1,0,11.82449958214076,6,4,7.0,151043970,32.0,5.0,12,0,8000000,0,45.0,0,2.0
4846,0,0,16.501166026307168,6,5,9.0,148951743,42.7,25.0,12,0,8000000,1,61.0,1,3.0
4847,1,0,10.071264127536562,6,1,6.0,149922330,43.7,15.0,9,0,8000000,,59.4,1,3.0
4848,1,0,10.457970455443022,6,7,6.0,150989618,28.0,15.0,9,0,8000000,0,43.0,1,2.0
4849,0,1,13.650180814761438,6,5,,150967181,,7.0,7,1,8028380,,56.3,0,2.0
4850,1,1,13.650180814761438,6,2,,150967141,,7.0,7,1,8042640,,56.4,0,2.0
4851,1,1,26.286867995369835,6,2,11.2,36500098,18.6,15.0,17,1,4770461,,38.8,1,1.0
4852,1,1,8.203226459306238,6,6,12.0,147865407,56.5,2.0,10,0,39000000,1,85.0,1,3.0
4853,1,0,23.48066798765657,6,10,9.8,150487471,20.8,9.0,12,0,6200000,0,39.0,1,1.0
4854,1,0,23.1724113962871,6,3,9.1,150760240,32.0,5.0,12,0,8100000,1,56.0,1,2.0
4855,1,,18.549862827325637,6,12,9.0,139173758,38.0,23.0,17,0,8100000,1,54.0,1,2.0
4856,1,1,27.69188700532331,6,13,10.2,142830226,45.5,10.0,17,0,8100000,0,75.0,0,3.0
4857,1,0,8.361605568141412,6,3,6.0,148002719,25.0,7.0,9,0,8100000,1,36.0,1,2.0
4858,1,0,15.83712584030937,6,3,6.4,150969925,42.0,22.0,9,0,8100000,1,60.0,1,3.0
4859,1,,11.673524485231058,6,9,10.0,148310814,16.4,7.0,17,0,8100000,,37.1,1,1.0
4860,1,0,24.168180226454172,6,12,9.5,150631166,32.0,4.0,15,0,8180000,1,54.0,1,2.0
4861,1,1,21.856602000114982,6,7,22.1,150690503,20.4,15.0,23,1,8188265,,59.3,1,1.0
4862,1,1,21.856602000114982,6,12,12.4,150689661,40.0,15.0,31,1,8193851,,73.0,1,2.0
4863,1,0,6.806286878923453,6,2,10.0,150544368,21.0,15.0,3,0,8200000,1,42.0,1,1.0
4864,1,0,24.168180226454172,6,4,8.6,150728407,30.0,8.0,12,0,8200000,,52.0,1,2.0
4865,1,0,16.844371369787446,6,4,6.0,150808702,34.2,7.0,9,0,8200000,1,49.6,1,3.0
4866,1,0,16.844371369787446,6,8,6.1,139468829,35.0,7.0,9,0,8200000,1,51.0,1,3.0
4867,1,0,13.282675276885112,6,10,7.0,150131601,34.0,13.0,12,0,8200000,0,49.0,1,2.0
4868,1,0,17.643116316039887,6,5,6.0,150118355,42.3,15.0,9,0,8200000,1,58.0,1,3.0
4869,1,,23.957755686875675,6,14,9.0,150892775,50.0,12.0,14,0,8200000,1,80.0,0,3.0
4870,1,,24.196054006704077,6,11,12.0,150781544,30.0,7.0,14,0,8200000,1,58.0,1,2.0
4871,1,,7.144780055948932,6,2,5.5,48029409,26.6,18.0,5,0,8200000,1,42.5,1,2.0
4872,1,,24.132372755707156,6,13,9.2,150209558,32.2,9.0,17,0,8200000,1,53.5,1,2.0
4873,1,1,13.650180814761438,6,4,11.0,151051566,39.0,5.0,7,1,8230000,,53.1,0,2.0
4874,1,1,13.650180814761438,6,3,,150967055,,7.0,7,1,8238600,,59.7,0,2.0
4875,1,1,21.856602000114982,6,16,12.6,150689664,40.1,15.0,31,1,8267286,,73.4,1,2.0
4876,1,0,23.7440866629052,6,21,11.0,46441489,35.0,3.0,22,0,8290000,1,61.0,0,2.0
4877,1,0,27.7498340605324,6,9,10.2,151031990,42.0,15.0,17,0,8290000,1,82.0,0,3.0
4878,1,0,22.60398997358238,6,11,12.0,150998465,30.0,6.0,12,0,8300000,1,55.0,0,2.0
4879,1,0,14.248018986522837,6,5,6.6,150742380,31.6,5.0,9,0,9500000,,50.0,1,2.0
4880,1,0,21.023108373329443,6,9,10.0,149636082,30.5,7.0,17,0,8500000,,53.0,1,2.0
4881,1,1,10.893457368582094,6,14,16.1,148182343,33.0,2.0,23,1,21214800,,85.2,0,2.0
4882,1,0,8.860155598046257,6,5,6.0,149558674,27.0,3.0,8,0,8300000,1,41.0,1,2.0
4883,1,,22.70676164762201,6,2,10.0,51889169,32.0,3.0,8,0,8300000,,60.0,1,2.0
4884,1,0,24.881969388727093,6,7,10.0,140962505,31.0,5.0,10,0,8300000,1,52.0,1,2.0
4885,1,0,13.852170753477132,6,7,7.0,150290561,31.0,14.0,14,0,8300000,0,46.0,1,2.0
4886,0,1,12.213521397231727,6,3,5.5,150197756,43.7,7.0,19,1,8351200,,58.4,0,3.0
4887,0,0,12.586679771765786,6,9,,150529626,53.3,11.0,15,1,8353000,,53.3,1,2.0
4888,0,1,13.650180814761438,6,6,,150967100,,7.0,7,1,8395920,,58.5,0,2.0
4889,1,0,11.53493397704992,6,3,10.2,149966447,20.0,17.0,22,0,8399000,1,38.0,1,1.0
4890,1,,16.10706731906799,6,5,6.0,149489396,35.0,17.0,9,0,8400000,,53.0,1,3.0
4891,1,0,5.654844138634752,6,4,6.0,148834940,30.5,5.0,5,0,8400000,,46.1,1,2.0
4892,1,0,11.275820721701857,6,6,8.5,50202085,20.0,15.0,17,0,8400000,,42.0,1,1.0
4893,1,0,22.51664869398313,6,3,12.0,4236563,31.0,6.0,12,0,8400000,1,55.5,1,2.0
4894,1,0,15.865194578938354,6,2,6.0,150801546,34.2,7.0,9,0,8400000,1,51.0,1,3.0
4895,1,0,13.097980709536067,6,10,6.0,150946075,29.0,10.0,14,0,8400000,1,48.0,0,2.0
4896,1,0,23.225080153535682,6,4,11.0,150544743,31.0,4.0,16,0,8400000,1,60.0,1,2.0
4897,1,,10.007923244967234,6,9,7.0,150961200,23.9,17.0,9,0,8500000,1,38.8,1,2.0
4898,1,0,16.817697488655533,6,13,11.3,26838730,28.2,10.0,16,0,8500000,1,54.0,1,2.0
4899,1,0,20.897706655017547,6,11,9.0,149579299,32.0,6.0,17,0,8500000,1,52.0,1,2.0
4900,1,0,23.58849596979938,6,13,11.2,150899627,26.8,10.0,13,0,8500000,,59.0,1,2.0
4901,1,0,7.051230040236359,6,2,5.0,51898154,30.0,7.0,4,0,8500000,,40.0,1,2.0
4902,1,,23.198121780194718,6,4,11.3,150127418,26.6,7.0,14,0,8500000,1,60.0,1,2.0
4903,1,1,9.001479566532153,6,4,8.0,149394070,18.0,15.0,14,0,8500000,1,38.0,1,1.0
4904,1,0,27.7754095726159,6,10,13.3,150187068,44.0,15.0,10,0,8500000,1,75.0,0,3.0
4905,1,0,10.477101798051379,6,14,8.5,147349134,19.1,10.0,17,0,8500000,,38.2,1,1.0
4906,1,,9.602919944951754,6,4,5.5,148886771,37.5,2.0,5,0,8500000,0,55.5,1,3.0
4907,1,1,8.9156374059569,6,4,10.0,150871381,32.0,3.0,17,0,13600000,1,52.0,1,2.0
4908,1,1,10.88908789914419,6,30,19.0,149473068,54.0,19.0,31,0,23400000,0,90.4,1,2.0
4909,0,1,12.268987267844656,6,8,15.0,149514351,40.0,1.0,20,1,12334000,,65.2,1,2.0
4910,0,0,15.804611924983128,6,1,10.0,149449619,46.0,20.0,16,0,8500000,1,75.3,0,3.0
4911,1,0,23.435051855222397,6,2,10.0,150561980,34.0,3.0,17,0,8500000,1,60.0,1,2.0
4912,1,1,9.6227876241877,6,15,7.5,149777527,19.0,8.0,17,0,8500000,1,38.0,1,1.0
4913,0,,9.36888078543442,6,3,6.0,148888063,29.0,5.0,9,0,8500000,,45.0,1,2.0
4914,1,,7.874123287219228,6,4,9.0,150940032,25.0,9.0,4,0,8500000,,53.6,1,2.0
4915,0,1,8.708381094325448,6,7,6.0,150136439,27.0,16.0,16,0,8500000,0,37.0,1,1.0
4916,0,0,19.814600287821413,6,1,9.0,149014638,54.1,12.0,14,0,8500000,0,76.4,1,3.0
4917,0,0,7.632134743262297,6,3,7.1,147845634,17.0,3.0,4,0,8500000,0,33.0,1,1.0
4918,1,1,21.856602000114982,6,29,12.2,150690003,39.8,15.0,31,1,8507507,,71.9,1,2.0
4919,1,1,21.856602000114982,6,28,12.2,150689784,40.1,15.0,31,1,8518418,,72.1,1,2.0
4920,1,0,23.0241365485779,6,11,10.1,39858269,34.0,6.0,14,0,8559000,1,58.0,1,2.0
4921,1,0,14.544431316554626,6,18,9.0,150701670,20.0,2.0,22,0,8600000,1,39.2,1,1.0
4922,1,0,27.615183458550412,6,16,10.1,149778991,54.0,,17,0,8600000,1,81.4,,3.0
4923,0,0,10.304732282897454,6,7,8.0,149383040,24.0,7.0,9,0,8600000,1,37.2,1,2.0
4924,1,0,17.810694524083388,6,6,6.1,149542007,42.7,21.0,9,0,8600000,0,59.5,1,3.0
4925,0,0,9.221458320831854,6,8,6.0,49870784,28.0,8.0,9,0,8650000,1,44.0,1,2.0
4926,1,,19.98002065526594,6,6,8.1,148900746,29.7,12.0,14,0,8650000,,50.6,1,2.0
4927,1,,16.35363781479231,6,9,,143782243,39.2,3.0,9,0,8700000,0,64.8,0,3.0
4928,0,1,7.138899258137721,6,2,8.0,149480686,20.0,10.0,5,0,8700000,1,32.6,1,2.0
4929,1,1,8.591657162037974,6,3,7.0,150473276,28.2,15.0,8,0,8700000,1,43.4,1,2.0
4930,1,0,15.79049017126043,6,5,6.0,150735648,46.0,20.0,9,0,8700000,1,64.0,1,3.0
4931,1,,16.513802638185588,6,2,7.0,150929454,44.0,7.0,12,0,8700000,1,65.0,1,3.0
4932,0,1,13.650180814761438,6,3,,150967056,,7.0,7,1,8749200,,63.4,0,2.0
4933,1,1,8.881288220867312,6,6,6.0,18681046,30.3,2.0,9,0,8750000,1,46.0,1,2.0
4934,1,1,21.856602000114982,6,3,14.1,150690020,43.5,15.0,31,1,8779385,,85.1,1,3.0
4935,1,1,13.650180814761438,6,5,11.0,150386823,42.0,15.0,7,1,10381000,,68.3,1,3.0
4936,1,0,7.913776383485527,6,16,5.0,150399991,26.5,10.0,24,0,9200000,1,39.8,1,2.0
4937,0,,15.934043650458287,6,8,7.0,150472968,18.0,15.0,12,0,5700000,,33.0,1,1.0
4938,1,,10.945526311574623,6,2,9.6,150866444,31.4,22.0,12,0,8794000,,49.0,1,2.0
4939,0,1,8.036187412717164,6,9,5.0,150638478,41.0,20.0,9,0,8800000,,54.0,1,3.0
4940,1,,15.124110779638432,6,14,9.0,149271203,21.0,5.0,22,0,8800000,1,45.0,1,1.0
4941,0,0,7.6848348894853284,6,1,9.0,150293483,33.0,9.0,5,0,8800000,1,54.0,1,2.0
4942,1,0,14.098565904605486,6,11,9.0,150048551,31.5,3.0,14,0,8850000,1,47.5,1,2.0
4943,1,,16.53790735868504,6,5,8.0,149923067,38.4,19.0,9,0,8890000,1,63.0,1,3.0
4944,1,0,27.615183458550412,6,7,10.0,138805552,49.0,,17,0,8900000,1,75.0,,3.0
4945,1,0,10.150397574596486,6,12,7.4,144264733,19.1,12.0,17,0,8900000,,38.1,1,1.0
4946,1,1,11.53493397704992,6,2,10.0,147554652,20.0,10.0,22,0,8900000,1,38.0,1,1.0
4947,1,0,25.167038565388594,6,5,12.0,149432620,30.5,9.0,7,0,8900000,1,58.0,1,2.0
4948,1,0,23.45474842841417,6,8,9.3,51861929,32.1,5.0,14,0,8900000,1,54.2,1,2.0
4949,1,0,7.913776383485527,6,2,11.0,47489492,17.0,17.0,24,0,8900000,1,39.0,1,1.0
4950,1,0,9.692983166611572,6,2,5.2,38173240,37.2,3.0,5,0,8900000,1,54.4,1,3.0
4951,1,1,13.650180814761438,6,5,,150967084,,7.0,7,1,8941296,,62.3,0,2.0
4952,1,1,13.650180814761438,6,3,,150967057,,7.0,7,1,8949760,,64.0,0,2.0
4953,1,,23.796836228607003,6,7,8.0,151029639,44.0,15.0,16,0,8950000,1,64.0,1,3.0
4954,1,1,13.650180814761438,6,3,15.5,151052527,38.0,5.0,7,1,8955000,,59.7,1,2.0
4955,1,,19.516909539339473,6,12,9.0,149450098,46.0,5.0,14,0,8990000,1,75.0,1,3.0
4956,1,,20.923919643571043,6,5,10.0,149960346,30.4,5.0,17,0,8990000,1,52.0,1,2.0
4957,1,0,22.601384106808435,6,5,10.5,150231889,34.0,5.0,22,0,9000000,1,57.0,1,2.0
4958,1,,10.74771375333374,6,4,5.4,150407021,32.0,20.0,5,0,9000000,,45.0,1,2.0
4959,1,,27.88178107992979,6,5,11.0,150614508,50.0,20.0,24,0,9000000,1,85.0,0,3.0
4960,1,,5.7249587937694955,6,5,7.0,150087054,22.0,,12,0,9000000,1,40.0,,2.0
4961,1,0,22.860268920940065,6,11,9.0,150713533,34.0,2.0,12,0,9000000,1,55.0,1,2.0
4962,1,,13.023030206377028,6,12,7.0,150323281,28.0,10.0,12,0,9000000,,46.0,1,2.0
4963,0,1,12.117413387998907,6,30,15.0,149643178,40.0,14.0,40,0,19570000,1,68.2,1,2.0
4964,1,0,9.603055281384277,6,2,10.0,150276752,43.0,7.0,7,0,14700000,1,73.0,1,3.0
4965,1,,23.17589463590563,6,5,10.0,149522685,63.4,3.0,22,0,13000000,1,110.0,1,4.0
4966,0,0,13.353628443838625,6,4,6.8,150151387,29.0,1.0,9,0,9000000,1,45.0,1,2.0
4967,1,1,8.298932044408474,6,10,8.0,150403649,19.4,10.0,12,0,9000000,1,36.5,1,1.0
4968,1,0,24.00699137325022,6,14,12.1,149816764,35.4,8.0,14,0,9000000,1,58.0,1,2.0
4969,1,1,10.900382846558998,6,2,15.0,150047450,15.0,2.0,22,1,9073128,,45.0,1,1.0
4970,1,0,23.010564865333947,6,5,10.0,147728282,44.0,2.0,17,0,9100000,,74.0,1,3.0
4971,1,0,20.803111563820835,6,7,9.0,142267259,32.1,7.0,14,0,9100000,1,53.7,1,2.0
4972,0,1,13.650180814761438,6,2,,150967142,,7.0,7,1,9137900,,68.5,0,2.0
4973,1,,6.708118724328134,6,4,11.0,149420305,21.0,15.0,22,0,9140000,,48.0,1,1.0
4974,1,1,13.650180814761438,6,7,,150967110,,7.0,7,1,9166696,,64.7,0,2.0
4975,1,,13.549790968687441,6,4,10.0,150416683,32.0,7.0,16,0,9200000,,53.0,1,2.0
4976,0,1,7.864880368083735,6,1,8.0,149455222,35.0,10.0,9,0,9200000,0,48.0,1,1.0
4977,1,0,14.679089419719183,6,2,6.1,150716733,43.1,4.0,9,0,9200000,1,58.9,1,3.0
4978,1,0,17.66455631838874,6,10,10.0,150595769,32.0,8.0,16,0,9200000,1,56.0,1,2.0
4979,1,0,7.913776383485527,6,16,5.0,150415973,15.0,26.0,24,0,9200000,,40.0,1,2.0
4980,1,0,16.635791796581294,6,11,9.5,149643336,32.0,5.0,16,0,9200000,1,55.0,1,2.0
4981,1,,20.580401086553888,6,4,10.2,150188249,32.0,2.0,17,0,9200000,1,57.7,0,2.0
4982,0,1,13.650180814761438,6,2,,150967044,,7.0,7,1,9210120,,70.5,0,2.0
4983,0,1,12.213521397231727,6,12,6.7,150197799,39.8,7.0,19,1,9232000,,57.7,0,3.0
4984,1,0,13.852170753477132,6,7,7.0,150958011,30.0,15.0,14,0,9250000,1,44.9,1,2.0
4985,1,0,9.329750728823916,6,11,8.5,148825223,19.2,7.0,17,0,9250000,1,39.1,1,1.0
4986,1,0,17.597558588257453,6,9,10.3,150972149,31.0,12.0,22,0,9250000,1,63.5,1,2.0
4987,1,0,24.356262184009182,6,5,10.0,150895350,47.0,3.0,14,0,9260000,1,75.0,1,3.0
4988,1,0,14.221107766286595,6,14,9.0,149561502,25.0,10.0,16,0,9299000,0,50.0,1,1.0
4989,1,0,17.66455631838874,6,7,10.0,150265677,32.0,7.0,16,0,9300000,1,54.0,1,2.0
4990,0,0,16.515310863218314,6,8,6.0,23167278,38.0,5.0,9,0,9300000,1,60.0,1,3.0
4991,1,1,10.99786263919928,6,22,20.0,32032978,88.0,20.0,31,0,34990000,0,136.7,1,3.0
4992,1,1,21.023080858619995,6,16,10.0,150512871,19.0,8.0,16,0,7800000,1,39.6,1,1.0
4993,1,1,11.403657511218391,6,3,36.5,143767883,95.5,5.0,24,0,56900000,1,205.2,0,
4994,1,0,6.804344384634383,6,7,10.0,39574199,36.0,8.0,14,0,9300000,1,54.4,1,2.0
4995,1,,17.174107924767775,6,7,7.0,150861336,46.0,16.0,12,0,9300000,,64.0,1,3.0
4996,1,0,24.624314398099,6,7,13.0,150977809,34.0,5.0,17,0,9300000,0,60.0,1,2.0
4997,1,0,16.79467066857559,6,15,11.0,150953644,28.0,15.0,16,0,9300000,1,51.0,1,2.0
4998,1,0,17.102701522516607,6,13,9.5,150262136,32.3,8.0,16,0,9300000,1,54.1,1,2.0
4999,1,0,7.974532054829156,6,2,8.5,147882918,19.0,14.0,17,0,9300000,,38.0,1,1.0
5000,0,1,13.650180814761438,6,2,,150967143,,7.0,7,1,9304512,,68.8,0,3.0
5001,1,1,21.856602000114982,6,14,14.2,150690041,43.6,15.0,31,1,9311771,,85.2,1,3.0
5002,0,1,13.650180814761438,6,6,,150967094,,7.0,7,1,9372132,,69.3,0,2.0
5003,1,0,25.55464374194836,6,7,10.0,150400022,45.0,14.0,10,0,9400000,1,77.0,1,3.0
5004,1,,24.411814566176112,6,5,11.0,26645866,44.0,8.0,9,0,9400000,1,82.0,1,3.0
5005,1,1,21.856602000114982,6,3,15.0,150690237,47.3,15.0,31,1,9417985,,91.4,1,3.0
5006,0,1,13.650180814761438,6,4,,150967068,,7.0,7,1,9426228,,69.7,0,2.0
5007,0,1,10.28573510965132,6,1,8.0,150331123,29.0,10.0,9,0,9450000,1,48.0,1,2.0
5008,1,0,18.230481815358868,6,12,11.0,150884285,29.0,15.0,17,0,9450000,1,59.0,1,2.0
5009,0,0,12.383128160098716,6,7,7.0,141627365,39.0,7.0,16,0,9495000,1,54.0,0,2.0
5010,1,,14.518133002436704,6,1,8.0,149703474,43.0,6.0,12,0,9500000,1,63.2,1,3.0
5011,0,1,8.954803163051718,6,3,8.3,149391126,35.6,12.0,5,0,9500000,1,61.0,1,2.0
5012,1,0,11.608302200361653,6,10,12.0,147490591,20.0,15.0,22,0,9500000,,45.0,1,1.0
5013,1,1,5.552718159093274,6,10,6.0,148473625,22.5,3.0,11,0,9500000,,36.9,1,2.0
5014,1,0,27.924415598810633,6,17,10.0,150497770,50.0,15.0,24,0,9500000,1,84.5,0,3.0
5015,1,0,7.660657706785102,6,7,9.0,150762116,17.0,3.0,19,0,9550000,,39.0,1,1.0
5016,1,1,21.856602000114982,6,23,14.4,150690465,34.5,15.0,23,1,9561259,,68.0,1,2.0
5017,0,1,13.650180814761438,6,6,,150967196,,7.0,7,1,9565056,,68.4,0,3.0
5018,1,0,17.200212585175382,6,9,6.0,149390161,49.0,10.0,9,0,9600000,1,70.0,1,3.0
5019,1,1,9.206160864625472,6,5,20.0,41460521,102.0,13.0,13,0,36500000,0,141.0,1,4.0
5020,0,1,12.117413387998907,6,25,20.0,145874156,31.0,5.0,48,0,18500000,0,61.0,0,2.0
5021,1,0,21.023108373329443,6,9,10.0,149636082,30.5,7.0,17,0,8500000,,53.0,1,2.0
5022,0,0,16.93479687640195,6,9,6.0,150496986,44.0,5.0,9,0,9600000,1,65.0,1,3.0
5023,1,0,16.83263680522008,6,8,6.0,147971356,43.0,9.0,9,0,9600000,1,64.3,1,3.0
5024,0,1,12.268987267844656,6,5,10.5,149252240,33.0,3.0,20,0,9696645,0,52.4,1,1.0
5025,1,0,11.566696023779981,6,11,12.0,150650475,30.0,10.0,17,0,9700000,1,52.0,1,2.0
5026,1,0,22.75418095456698,6,9,10.0,150914098,60.0,5.0,17,0,9700000,1,80.0,1,3.0
5027,1,0,15.516608880845755,6,20,10.0,150091740,20.0,9.0,22,0,9700000,0,41.0,0,1.0
5028,0,0,12.383128160098716,6,11,12.0,139323060,22.0,16.0,16,0,9700000,,53.0,1,2.0
5029,1,1,13.667968447288002,6,3,,150976212,32.6,3.0,7,0,9730000,1,63.5,0,2.0
5030,0,1,12.268987267844656,6,9,11.3,149252257,35.8,3.0,20,0,9790408,0,51.2,1,1.0
5031,1,,9.331413231671188,6,4,6.0,151063790,40.0,20.0,5,0,9800000,0,52.0,1,3.0
5032,1,0,10.150397574596486,6,9,7.4,145349630,19.1,12.0,17,0,9800000,,38.1,1,1.0
5033,1,,23.25840048258509,6,17,10.2,150637725,45.0,3.0,17,0,9800000,,74.1,1,3.0
5034,1,0,25.083352153306823,6,3,8.6,145410528,49.0,5.0,7,0,9800000,1,82.0,1,3.0
5035,1,1,7.984514649411266,6,4,6.0,150738275,44.0,8.0,5,0,9800000,,58.0,0,3.0
5036,1,,22.75418095456698,6,11,10.0,149404587,47.0,5.0,17,0,9800000,1,75.0,1,3.0
5037,1,0,8.354812212017329,6,6,8.0,37352998,26.0,7.0,12,0,9800000,1,38.0,0,2.0
5038,1,,16.461959958713724,6,16,9.0,149092687,32.0,10.0,16,0,9800000,1,54.0,1,2.0
5039,1,,7.913776383485527,6,13,,148909359,19.0,15.0,24,0,9800000,0,41.0,1,1.0
5040,1,0,14.346308481621238,6,11,9.0,149455279,32.0,5.0,17,0,9850000,0,54.0,1,2.0
5041,1,0,10.373472808125667,6,9,6.0,37618366,33.9,5.0,9,0,9850000,1,50.1,1,3.0
5042,0,0,16.68367513297371,6,12,7.0,149335958,43.0,2.0,12,0,9900000,1,62.0,0,3.0
5043,1,0,13.526118186982766,6,2,9.0,47156692,32.0,5.0,16,0,9900000,0,52.0,1,2.0
5044,1,0,23.559353389868036,6,11,10.2,146942249,46.0,5.0,14,0,9900000,1,74.5,1,3.0
5045,1,0,14.530884119641353,6,9,9.0,149760705,31.0,2.0,16,0,9900000,0,52.1,1,2.0
5046,1,0,15.19552211876685,6,4,6.2,139188888,43.8,7.0,9,0,9900000,,61.0,1,3.0
5047,0,1,12.117413387998907,6,11,20.0,149142827,75.0,5.0,48,0,33980000,0,140.0,0,3.0
5048,1,1,21.856602000114982,6,2,,150690477,29.9,15.0,23,1,4906093,,35.7,1,1.0
5049,0,1,8.220752243533044,6,1,5.7,147347705,26.0,15.0,5,0,6700000,1,43.0,1,2.0
5050,1,0,15.192829474176303,6,16,8.0,150132235,31.5,10.0,17,0,9900000,1,52.0,1,2.0
5051,1,0,15.779035759459758,6,7,6.0,144441034,47.5,5.0,9,0,9950000,1,64.0,0,4.0
5052,1,,8.189186448801527,6,4,8.0,149944473,33.7,16.0,5,0,9950000,1,54.0,1,2.0
5053,1,,14.73218234416124,6,10,10.0,150957692,32.0,6.0,16,0,9970000,0,54.0,1,2.0
5054,1,0,25.152768131876147,6,9,10.3,149882341,44.3,10.0,12,0,9990000,1,75.6,1,3.0
5055,1,0,18.230481815358868,6,1,9.9,149423348,41.7,7.0,16,0,9990000,0,78.0,0,3.0
5056,1,0,25.143374813359458,6,2,10.0,21245969,45.0,10.0,8,0,9990000,1,74.0,1,3.0
5057,0,,10.248966542678026,6,6,10.0,149967937,20.0,12.0,17,0,9990000,,41.0,1,1.0
5058,0,0,10.515765658659282,6,8,10.0,20989421,20.0,15.0,18,0,10000000,1,40.0,1,1.0
5059,1,,23.327689541898714,6,17,10.5,150956124,46.0,5.0,17,0,10000000,1,75.0,1,3.0
5060,0,1,10.07155777034951,6,1,10.0,148624477,34.0,10.0,9,0,10000000,,54.0,1,2.0
5061,1,,17.45806901343665,6,1,7.0,150190640,40.0,7.0,9,0,10000000,1,55.0,1,3.0
5062,1,0,15.923730682667559,6,3,11.5,150627062,29.0,20.0,16,0,10000000,1,54.0,1,2.0
5063,1,1,8.011850432887737,6,7,7.2,149436914,26.0,5.0,9,0,10000000,1,41.5,1,2.0
5064,1,1,9.957918003671377,6,3,9.0,150859416,18.0,10.0,24,0,10000000,0,38.0,1,1.0
5065,1,0,22.909189000771573,6,10,10.0,38325670,44.0,3.0,10,0,10000000,1,76.0,1,3.0
5066,0,1,12.268987267844656,6,4,10.8,149252217,33.5,3.0,20,0,10028515,0,54.1,1,1.0
5067,1,1,21.856602000114982,6,16,15.1,150690242,47.7,15.0,31,1,10067459,,92.0,1,3.0
5068,1,1,12.268987267844656,6,7,,150024041,,1.0,20,1,10070261,,52.4,1,1.0
5069,1,1,13.650180814761438,6,6,17.0,151052649,50.0,,7,1,10187000,,69.3,,2.0
5070,1,,8.074154871997578,6,3,6.0,150345442,29.0,16.0,9,0,10200000,,44.0,1,2.0
5071,1,0,14.23353960273572,6,7,6.0,150888616,48.0,5.0,9,0,10200000,1,58.0,1,3.0
5072,1,,16.44636346898251,6,6,11.1,149424059,43.1,15.0,12,0,10200000,1,67.2,1,3.0
5073,1,1,9.593325851769585,6,4,8.0,148316004,32.0,7.0,8,0,10200000,,50.0,0,2.0
5074,1,0,17.104058972035077,6,16,9.5,149507058,32.0,1.0,16,0,10200000,1,54.6,1,2.0
5075,0,1,12.117413387998907,6,30,15.0,149643178,40.0,14.0,40,0,19570000,1,68.2,1,2.0
5076,1,1,11.089426126287389,6,10,18.0,149244605,60.0,15.0,18,0,44000000,1,152.0,1,3.0
